wo_id,wo_description,collection,primary_code,primary_code_description,secondary_code,secondary_code_description,equipment_id,equipment_name,preventive,work_priority,actual_finish,duration,actual_labor_hours
WO152929,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,5/13/13 18:00,3:00,1:00
WO196296,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,3/29/14 15:00,3:00,1:00
WO148410,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,3/27/13 15:30,3:00,1:00
WO159728,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,7/8/13 17:00,3:00,1:00
WO171033,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,10/1/13 15:15,3:00,1:00
WO159734,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,6/28/13 13:30,3:00,1:00
WO197296,Filter Replacement and more specific Air Filter Replacement related to control system,control system,MT014,Filter Replacement,MT014a,Air Filter Replacement,CWC04009,Chiller 9,TRUE,5,3/31/14 15:30,3:00,1:00
WO168623,Filter Replacement and more specific Air Filter Replacement related to control system,control system,MT014,Filter Replacement,MT014a,Air Filter Replacement,CWC04009,Chiller 9,TRUE,5,9/3/13 15:30,3:00,1:00
WO121972,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04014,Chiller 14,TRUE,5,8/20/12 8:30,3:00,1:00
WO75660,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,8/17/11 15:30,3:00,1:00
WO116032,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,7/14/12 7:15,3:00,1:00
WO121976,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04013,Chiller 13,TRUE,5,8/20/12 15:30,3:00,1:00
WO104981,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,3/26/12 15:30,3:00,1:00
WO55254,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,4/1/11 11:11,3:00,1:00
WO121980,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,8/20/12 15:30,3:00,1:00
WO131882,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,12/4/12 15:30,3:00,1:00
WO192262,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,3/2/14 15:30,3:00,1:00
WO168573,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,9/6/13 7:30,3:00,1:00
WO135494,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,1/25/13 7:30,3:00,1:00
WO117464,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,7/22/12 15:30,3:00,1:00
WO67368,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,6/23/11 15:30,3:00,1:00
WO142616,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,2/18/13 4:30,3:00,1:00
WO158999,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,7/14/13 9:00,3:00,1:00
WO99141,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,2/14/12 13:00,3:00,1:00
WO147490,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,4/7/13 15:30,3:00,1:00
WO126380,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04704,Chiller 4,TRUE,5,10/18/12 7:30,3:00,1:00
WO136861,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,1/19/13 8:00,3:00,1:00
WO91541,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,1/11/12 7:30,3:00,1:00
WO62745,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,5/18/11 15:30,3:00,1:00
WO104193,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,4/17/12 19:30,3:00,1:00
WO190357,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,2/18/14 7:30,3:00,1:00
WO76184,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,8/25/11 15:30,3:00,1:00
WO130038,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,11/3/12 15:30,3:00,1:00
WO122047,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,8/20/12 15:30,3:00,1:00
WO131918,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04013,Chiller 13,TRUE,5,12/4/12 15:30,3:00,1:00
WO108713,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,5/24/12 17:30,3:00,1:00
WO130150,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,11/14/12 22:00,3:00,1:00
WO174851,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,11/1/13 13:30,3:00,1:00
WO192246,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04703,Chiller 3,TRUE,5,4/15/14 15:30,3:00,1:00
WO108717,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04703,Chiller 3,TRUE,5,5/4/12 17:00,3:00,1:00
WO130154,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04703,Chiller 3,TRUE,5,11/14/12 23:00,3:00,1:00
WO163693,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,7/22/13 19:00,3:00,1:00
WO116664,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,7/23/12 19:00,3:00,1:00
WO146551,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,4/24/13 14:35,3:00,1:00
WO164565,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,8/9/13 7:30,3:00,1:00
WO105926,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,4/12/12 7:30,3:00,1:00
WO197216,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,4/6/14 7:45,3:00,1:00
WO138267,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,1/19/13 8:00,3:00,1:00
WO123688,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,9/5/12 17:30,3:00,1:00
WO179629,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/30/13 15:30,3:00,1:00
WO129175,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,1/17/12 19:30,3:00,1:00
WO146623,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,4/11/13 22:00,3:00,1:00
WO175640,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04704,Chiller 4,TRUE,5,11/24/13 15:00,3:00,1:00
WO148408,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,3/27/13 15:30,3:00,1:00
WO196292,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,3/29/14 15:00,3:00,1:00
WO171029,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,9/27/13 13:00,3:00,1:00
WO193445,Filter Replacement and more specific Air Filter Replacement related to control system,control system,MT014,Filter Replacement,MT014a,Air Filter Replacement,CWC04009,Chiller 9,TRUE,5,3/4/14 15:30,3:00,1:00
WO176722,Filter Replacement and more specific Air Filter Replacement related to control system,control system,MT014,Filter Replacement,MT014a,Air Filter Replacement,CWC04009,Chiller 9,TRUE,5,11/5/13 15:30,3:00,1:00
WO181736,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,1/4/14 15:30,3:00,1:00
WO107660,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,4/17/12 7:30,3:00,1:00
WO54580,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,3/25/11 15:30,3:00,1:00
WO147019,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,4/6/13 15:30,3:00,1:00
WO88142,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,11/21/11 15:30,3:00,1:00
WO94645,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,1/25/12 8:00,3:00,1:00
WO19829,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,10/25/10 19:53,3:00,1:00
WO180129,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,12/4/13 15:30,3:00,1:00
WO150589,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,5/1/13 5:30,3:00,1:00
WO185218,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,2/2/14 15:30,3:00,1:00
WO121986,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,9/3/12 15:30,3:00,1:00
WO67488,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,6/23/11 15:30,3:00,1:00
WO92652,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,1/2/12 15:30,3:00,1:00
WO418185,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,9/29/22 15:00,1:00,0:00
WO418183,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,9/29/22 14:00,1:00,0:00
WO418742,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04014,Chiller 14,TRUE,5,10/13/22 12:30,1:15,0:00
WO418744,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,10/13/22 14:30,1:15,0:00
WO419485,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,10/24/22 15:00,2:00,0:00
WO419480,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,10/6/22 19:30,2:00,0:00
WO420286,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/8/22 14:00,1:30,0:00
WO421035,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04009,Chiller 9,TRUE,5,11/3/22 17:00,1:00,0:00
WO422181,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,12/13/22 13:00,1:30,0:00
WO422077,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,12/5/22 14:00,1:15,0:00
WO419390,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,10/12/22 15:00,2:00,0:00
WO419788,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,11/7/22 17:00,1:15,0:00
WO415518,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,9/29/22 13:00,1:00,0:00
WO418189,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,10/14/22 19:00,1:00,0:00
WO418745,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,10/13/22 15:30,1:15,0:00
WO421032,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,11/3/22 15:00,1:00,0:00
WO421033,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,11/14/22 19:30,1:00,0:00
WO421194,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,11/28/22 14:00,2:00,0:00
WO421195,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,11/28/22 16:00,2:00,0:00
WO419957,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,1/19/23 20:00,12:00,0:00
WO421031,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,11/3/22 13:00,1:00,0:00
WO423545,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,1/4/23 13:00,1:15,0:00
WO422708,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04014,Chiller 14,TRUE,5,12/16/22 12:15,1:15,0:00
WO424004,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,1/6/23 17:00,1:30,0:00
WO423896,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,1/4/23 14:00,1:15,0:00
WO427271,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,6/2/23 8:00,1:00,1:00
WO427274,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,6/2/23 9:00,1:00,1:00
WO426337,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,2/20/23 17:00,2:00,0:00
WO428206,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/21/23 15:00,8:00,8:00
WO427276,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,6/2/23 10:00,1:00,1:00
WO427277,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,6/2/23 12:00,1:00,1:00
WO427859,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,4/10/23 10:00,2:00,2:00
WO427042,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,3/23/23 17:30,1:15,0:00
WO428681,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,4/6/23 9:00,3:00,2:00
WO428204,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/18/23 15:00,5:00,8:00
WO428205,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/19/23 15:00,5:00,8:00
WO421494,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,5/31/23 15:00,6:00,1:30
WO419884,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04704,Chiller 4,TRUE,5,11/15/22 16:00,3:00,0:00
WO422859,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04009,Chiller 9,TRUE,5,3/6/23 19:30,40:00:00,0:00
WO422871,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,2/28/23 19:30,40:00:00,0:00
WO418550,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,10/3/22 19:00,2:15,0:00
WO422737,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04013,Chiller 13,TRUE,5,12/16/22 13:15,1:15,0:00
WO425782,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04014,Chiller 14,TRUE,5,2/13/23 19:30,1:00,0:00
WO428172,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,4/19/23 10:00,1:15,1:00
WO419479,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04701,Chiller 1,TRUE,5,10/10/22 15:30,2:30,0:00
WO424483,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,3/30/23 15:00,2:00,0:00
WO415517,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/29/22 13:00,1:00,0:00
WO418186,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,10/14/22 16:00,1:00,0:00
WO421036,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04012,Chiller 12,TRUE,5,11/7/22 16:00,1:00,0:00
WO415520,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,9/29/22 13:00,1:00,0:00
WO419607,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,10/25/22 18:30,3:00,0:00
WO426336,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,2/20/23 14:30,2:00,0:00
WO424425,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,3/29/23 15:00,2:00,0:00
WO419608,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04014,Chiller 14,TRUE,5,10/26/22 18:30,3:00,0:00
WO425294,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,1/27/23 14:00,1:15,0:00
WO427273,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,6/2/23 15:00,1:00,1:00
WO418187,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,9/29/22 17:00,1:00,0:00
WO424424,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04701,Chiller 1,TRUE,5,3/30/23 13:00,2:00,2:00
WO427272,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,9/20/23 10:00,1:00,1:00
