event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
an_1e088ebf-c99f-45b2-8b32-5cbba1b37026,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9279932975769043).,CWC04009,Chiller 9,2020-12-04 00:29:00,
an_2f26d1c1-3b26-4e30-838a-31222eef29ea,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (8998283).,CWC04009,Chiller 9,2020-12-04 00:44:00,
an_98e60f21-0acf-4750-94c2-58912a7d337a,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.17553968, Upper: 0.4377223923802376).",CWC04009,Chiller 9,2020-12-04 00:44:00,
an_575c414a-af17-42e9-b22f-6eb1de924fc2,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.822513580322266).,CWC04009,Chiller 9,2020-12-04 00:44:00,
an_23c630c5-30df-4a06-a9af-387d89ebf1e2,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8536236882209778).,CWC04009,Chiller 9,2020-12-04 00:44:00,
an_cdfb3be0-961b-4270-9ea7-148690539f1e,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (10407091).,CWC04009,Chiller 9,2020-12-04 00:59:00,
an_30a714fd-07a9-45d9-b69c-71c090bd3fa7,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.16613278537988663).,CWC04009,Chiller 9,2020-12-04 00:59:00,
an_7999781e-d5fa-4b6d-b129-8ae405cf9b40,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.262933731079102).,CWC04009,Chiller 9,2020-12-04 00:59:00,
an_a2137e8f-fbb6-4c39-908a-32e4be676c87,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.8966575264930725).,CWC04009,Chiller 9,2020-12-04 00:59:00,
an_be76f5cc-93da-4237-94d5-e13f19b8c4f2,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.174589105, Upper: 0.4386729672551155).",CWC04009,Chiller 9,2020-12-04 01:29:00,
an_71bc05c2-799d-431a-8a14-144b61898d53,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.23647624254226685).,CWC04009,Chiller 9,2020-12-04 01:44:00,
an_0348c7f6-c92b-43bf-9125-0bf919379307,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.162203439, Upper: 0.45105863362550735).",CWC04009,Chiller 9,2020-12-04 01:59:00,
an_d804d5b7-b263-4778-b5b2-be9d382ba4c7,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.294037864).,CWC04009,Chiller 9,2020-12-04 02:14:00,
an_d4b90990-9161-4ba2-8a82-8af2e3ae2c43,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.997210502624512).,CWC04009,Chiller 9,2020-12-04 02:14:00,
an_5b7512b1-c4a6-4e75-a455-f0f361e06ede,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.4972323998808861).,CWC04009,Chiller 9,2020-12-04 02:29:00,
an_609dcdf6-8a73-42b2-9e9f-fe19f661c63e,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.47047100961208344).,CWC04009,Chiller 9,2020-12-04 02:59:00,
an_9c5a68f2-832f-418c-a2eb-d7e65748264b,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.66145134).,CWC04009,Chiller 9,2020-12-04 02:59:00,
an_a61aab21-226f-4403-97a7-4e107bcffef1,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9411786198616028).,CWC04009,Chiller 9,2020-12-04 03:14:00,
an_4465f5cc-8c7e-4315-acb6-dadfda9ac17e,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (4932561.5).,CWC04009,Chiller 9,2020-12-04 03:29:00,
an_29eaea9c-65b8-478d-bd9e-4423ad939027,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.5916875004768372).,CWC04009,Chiller 9,2020-12-04 03:29:00,
an_ffc06c2d-2527-47c3-978c-a58c69ae84ec,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.550950050354004).,CWC04009,Chiller 9,2020-12-04 03:29:00,
an_9cd299a0-927b-4530-bd10-bcd8bb3dacee,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.957470179).,CWC04009,Chiller 9,2020-12-04 03:29:00,
an_c0dffe5a-3d97-4892-bb47-dee7b6acbcbd,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8898550868034363).,CWC04009,Chiller 9,2020-12-04 03:44:00,
an_38a8f6b5-a9f4-4fec-97e6-a60809da0e60,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.017234355, Upper: 0.6561780869960785).",CWC04009,Chiller 9,2020-12-04 03:59:00,
an_82fa795b-3c1e-4e33-a81c-c589960e3639,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.492981433868408).,CWC04009,Chiller 9,2020-12-04 03:59:00,
an_4cca7d99-8d9e-4c41-97be-9c13d441356d,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.29850515723228455).,CWC04009,Chiller 9,2020-12-04 04:14:00,
an_02bca88a-ee5e-40b3-ac06-3b6856e763c5,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.045678139).,CWC04009,Chiller 9,2020-12-04 04:14:00,
an_371f8a64-298e-44a0-96e8-6d87e8cf1af5,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (5315250).,CWC04009,Chiller 9,2020-12-04 04:29:00,
an_41fb87dc-06eb-4293-93ce-0f7f823013c7,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.016879976, Upper: 0.6565324664115906).",CWC04009,Chiller 9,2020-12-04 04:29:00,
an_5066a5c6-d045-4c6e-913e-948f1ac001ba,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.601327896118164).,CWC04009,Chiller 9,2020-12-04 04:29:00,
an_dc931828-75a2-4551-9650-5724c721c573,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8400148749351501).,CWC04009,Chiller 9,2020-12-04 04:29:00,
an_3c1e7c03-1cb7-4e1a-bb24-0fec50d247b3,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (10679646.5).,CWC04009,Chiller 9,2020-12-04 04:44:00,
an_05ea11ec-8936-4743-aec7-7767a139166b,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.17645806074142456).,CWC04009,Chiller 9,2020-12-04 04:44:00,
an_32cf20df-1ab2-432d-bfad-b0bc83bdbb95,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.264338493347168).,CWC04009,Chiller 9,2020-12-04 04:44:00,
an_c3fddc59-edf0-4c53-929f-762c1fb26e85,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9058839082717896).,CWC04009,Chiller 9,2020-12-04 04:44:00,
an_7cb1ecc5-cd90-4e0c-990c-324fe7d39e2f,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.6249875128269196).,CWC04009,Chiller 9,2020-12-04 04:59:00,
an_5e5c2341-d6dc-4821-95c5-d4db28ff34c2,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.739099502563477).,CWC04009,Chiller 9,2020-12-04 04:59:00,
an_74b0e6cb-f8e2-4e56-9185-6271568af1a1,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (8890591.5).,CWC04009,Chiller 9,2020-12-04 05:14:00,
an_753b62bf-f7ab-4f77-b1f2-bbdcdf5606d0,ANOMALY,ANOMALY,KPI Delta Setpoint below lower bound,The monitored KPI 'Delta Setpoint' is lower than the lower bound (0.061738223).,CWC04009,Chiller 9,2020-12-04 05:14:00,
an_cfc69ced-adfe-4ea3-b388-90156168fbc3,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.502833366394043).,CWC04009,Chiller 9,2020-12-04 05:14:00,
an_7ceae17c-fea6-435c-ae0f-0f1eeeda2fd8,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (10437972.5).,CWC04009,Chiller 9,2020-12-04 05:29:00,
an_5a474fbb-73b9-44c9-a32d-3087f08a74f9,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.23509128391742706).,CWC04009,Chiller 9,2020-12-04 05:29:00,
an_2eb19e4d-544f-4ccd-9a3e-7916447a7a7d,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.246419906616211).,CWC04009,Chiller 9,2020-12-04 05:29:00,
an_4e461dbe-6eed-4ca6-8347-b0791bbe1ef2,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.6132345497608185).,CWC04009,Chiller 9,2020-12-04 05:44:00,
an_33d2de83-1ada-4832-aad9-4e4d4523f15a,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (7.684661865234375).,CWC04009,Chiller 9,2020-12-04 05:44:00,
an_79d7d3fd-2d31-4e1b-bd03-2ec79d84e399,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9367032051086426).,CWC04009,Chiller 9,2020-12-04 05:44:00,
an_ee6f373f-2b05-4157-acf8-7245b3df24a1,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (8334154).,CWC04009,Chiller 9,2020-12-04 05:59:00,
an_f3e702b5-6fe6-4cd2-a9d0-751a51b32549,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8671514987945557).,CWC04009,Chiller 9,2020-12-04 05:59:00,
an_f0e5781a-f7ff-45fb-a396-0da0937f7db1,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9120714664459229).,CWC04009,Chiller 9,2020-12-04 22:29:00,
an_89ad3feb-6c55-42b5-b829-2b1bb2432688,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8230082392692566).,CWC04009,Chiller 9,2020-12-05 22:29:00,
an_c72a2c99-7e13-4f68-b88d-9280ecf8129f,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.8889783024787903).,CWC04009,Chiller 9,2020-12-05 22:44:00,
an_7dc1cba3-58f5-4734-8bc9-f518717945d8,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.3407805934548378).,CWC04009,Chiller 9,2020-12-05 23:29:00,
an_0466ef31-6f3e-4f35-bb42-ff2bb0e6fb5d,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.076322555541992).,CWC04009,Chiller 9,2020-12-05 23:29:00,
an_a2c23573-cb83-4275-8691-29d38ef0c959,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8280943036079407).,CWC04009,Chiller 9,2020-12-05 23:44:00,
an_659427ab-2920-4d16-be89-1eb144f65a29,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (5861468.5).,CWC04009,Chiller 9,2020-12-05 23:59:00,
an_a1b17bca-d49f-4078-bd9c-f99e13cded69,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.223063819, Upper: 0.517244242).",CWC04009,Chiller 9,2020-12-05 23:59:00,
an_2ea118ce-b80c-41fd-bf00-e92c56f6f66a,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.985639572143555).,CWC04009,Chiller 9,2020-12-05 23:59:00,
an_6d12d255-7a1f-4f9d-a40a-50f533d0a4ff,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.1487448737025261).,CWC04009,Chiller 9,2020-12-06 00:14:00,
an_febfa29e-997c-47cc-9ba3-52b35136a70e,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.135762214660645).,CWC04009,Chiller 9,2020-12-06 00:14:00,
an_6d3aedbb-88dd-4dbc-8a15-7d6013206780,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.90083009).,CWC04009,Chiller 9,2020-12-06 00:14:00,
an_34e0f013-f0c5-4895-9136-79e0af9c2355,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.194519408, Upper: 0.5457886531949043).",CWC04009,Chiller 9,2020-12-06 00:29:00,
an_865d7ddc-3568-42db-92a4-cb8649688224,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.002139091).,CWC04009,Chiller 9,2020-12-06 00:29:00,
an_7a21f625-d8d5-4f96-b498-ab47406e1fc5,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.3089726008474827).,CWC04009,Chiller 9,2020-12-06 00:44:00,
an_29940190-9708-4dd4-ad92-637ae0b58bae,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9194293022155762).,CWC04009,Chiller 9,2020-12-06 00:44:00,
an_6143c9a1-76b1-4053-be84-6e7b099644c0,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.48802386969327927).,CWC04009,Chiller 9,2020-12-06 01:29:00,
an_6be92dc8-bae7-40b5-98a2-054d5511d534,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.5483256056904793).,CWC04009,Chiller 9,2020-12-06 01:44:00,
an_411b3969-386f-44b7-8e98-ed7d0587612d,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (5408792).,CWC04009,Chiller 9,2020-12-06 01:59:00,
an_98baf58e-f7d5-40f5-bf94-a7c11faf75f9,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.19304321, Upper: 0.547264852).",CWC04009,Chiller 9,2020-12-06 01:59:00,
an_e71c28af-c23e-41be-aa9a-6b0e7d7d935a,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (8.812045097351074).,CWC04009,Chiller 9,2020-12-06 01:59:00,
an_8c2f5d26-592c-4cfb-adb6-2aea8cd5d802,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.8276956081390381).,CWC04009,Chiller 9,2020-12-06 01:59:00,
an_a65a2453-2a4a-42d7-9a7d-a4455c46df9c,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.8850464820861816).,CWC04009,Chiller 9,2020-12-06 02:14:00,
an_ae750063-44ab-43fb-a2e9-c2d5dc128118,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9310978055000305).,CWC04009,Chiller 9,2020-12-06 02:29:00,
an_c96719e1-7d62-45b7-9f72-4909e819c03f,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9174360632896423).,CWC04009,Chiller 9,2020-12-07 21:14:00,
an_a7c394e4-3f54-4af7-9201-7202292e4c59,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (10147130).,CWC04009,Chiller 9,2020-12-08 01:29:00,
an_5e3df444-149e-4106-848a-dfdaa31661d9,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.40481697767972946).,CWC04009,Chiller 9,2020-12-08 01:29:00,
an_093212b8-b930-4b10-8bd9-14d9d620b7d9,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.058415412902832).,CWC04009,Chiller 9,2020-12-08 01:29:00,
an_cd4ce3ea-711f-465a-80c5-18f1806819ba,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9370584487915039).,CWC04009,Chiller 9,2020-12-08 01:29:00,
an_69676f4e-087d-43e0-b03d-4beb4e5dfb3f,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9430328607559204).,CWC04009,Chiller 9,2020-12-08 22:29:00,
an_6f2639fb-34b3-4d8b-a039-b8ccc5d96f2c,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9143936634063721).,CWC04009,Chiller 9,2020-12-09 11:14:00,
an_ce3d66a7-75f3-475b-ae0b-ddea920bd556,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.9318547248840332).,CWC04009,Chiller 9,2020-12-09 23:59:00,
an_c2de61df-fc45-47af-919c-6bdb26355bdf,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.320024636, Upper: 0.44315337017178535).",CWC04009,Chiller 9,2020-12-14 04:29:00,
an_165ddfaf-3a0b-4001-8f6d-7f5f2f217cbc,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.6746437549591064).,CWC04009,Chiller 9,2020-12-14 10:29:00,
an_8ed67bad-cc55-4c5d-96c0-88a9f19b2938,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.48001718521118164).,CWC04009,Chiller 9,2020-12-14 11:14:00,
WO377769,WORK_ORDER,PM,MT010,Oil Analysis,CWC04009,Chiller 9,2020-12-15 17:57:00,
an_31242212-cfdd-4a54-88d0-e17ffe5fc73d,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.7731176614761353).,CWC04009,Chiller 9,2020-12-15 23:44:00,
an_10fffe0d-1caa-4e86-91ba-d6632110b3b8,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.39454357).,CWC04009,Chiller 9,2020-12-16 23:59:00,
an_8de5f6e8-fb9c-440c-a7cb-e0bbfd498fb0,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (13596775).,CWC04009,Chiller 9,2020-12-20 02:14:00,
an_37d75ddc-faf0-4e79-a7cf-57c5359924db,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.481115341186523).,CWC04009,Chiller 9,2020-12-20 02:14:00,
an_0dd44dd8-721f-47ea-a717-26f4ccf947fa,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.318127096, Upper: 0.44505091).",CWC04009,Chiller 9,2020-12-20 12:14:00,
an_72eae8b1-da62-400f-8204-0d0c79ecc779,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.737349510192871).,CWC04009,Chiller 9,2020-12-20 12:14:00,
an_4b19574a-60b6-4e62-b636-3de23c0e0439,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (11706650).,CWC04009,Chiller 9,2020-12-20 12:29:00,
an_8e67cd48-8bf0-4e5e-b976-e721813328a3,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.17041625827550888).,CWC04009,Chiller 9,2020-12-20 12:29:00,
an_6d6307ce-58a4-4d74-a377-3029a30505a6,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.808541297912598).,CWC04009,Chiller 9,2020-12-20 12:29:00,
an_f840d641-afd6-41f8-92d4-c16863da7020,ANOMALY,ANOMALY,KPI Delta Setpoint within range,"The monitored KPI 'Delta Setpoint' is within the acceptable range (Lower: -0.300603755, Upper: 0.4625742509961128).",CWC04009,Chiller 9,2020-12-20 12:59:00,
an_eac469c5-faa1-4625-a7b6-8aaa0c08f4cd,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.756899834).,CWC04009,Chiller 9,2020-12-20 12:59:00,
an_90151134-d539-4a06-9f30-a3b915f8a9a8,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.601038396).,CWC04009,Chiller 9,2020-12-20 13:14:00,
an_edfc965f-a308-4448-8526-bd91548c16a8,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (11724386).,CWC04009,Chiller 9,2020-12-20 13:29:00,
an_3f5b0997-1a39-4985-bb39-5ed460c0c3b2,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.3807966969907284).,CWC04009,Chiller 9,2020-12-20 13:29:00,
an_01afc351-f319-44f6-8fa0-b73e6e31c062,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (13557886).,CWC04009,Chiller 9,2020-12-20 13:44:00,
an_5effc1af-7ecf-4ce4-a9ed-e7058c80203e,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.5381737127900124).,CWC04009,Chiller 9,2020-12-20 13:44:00,
an_15b3a29b-8d9c-4658-9d6c-085f3d9cf3a7,ANOMALY,ANOMALY,KPI Delta Temperature below lower bound,The monitored KPI 'Delta Temperature' is lower than the lower bound (8.609521865844727).,CWC04009,Chiller 9,2020-12-20 13:44:00,
an_f171cdb4-1527-4ed3-9d47-3cb19b3b1d77,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (9.833351135253906).,CWC04009,Chiller 9,2020-12-20 14:14:00,
an_bf5f547d-8a72-4edc-b206-09e691432b3c,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.44688576459884644).,CWC04009,Chiller 9,2020-12-20 20:59:00,
an_0b7ecc06-3fab-4e1b-a71a-9efd3d76d78f,ANOMALY,ANOMALY,KPI Flow Efficiency below lower bound,The monitored KPI 'Flow Efficiency' is lower than the lower bound (0.5890370607376099).,CWC04009,Chiller 9,2020-12-21 13:44:00,
WO381657,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04009,Chiller 9,2021-01-20 20:00:00,
WO380660,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04009,Chiller 9,2021-02-02 16:00:00,
an_ee2e04b3-7a2c-407e-ae67-e12bcc2d5f90,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (28070534).,CWC04009,Chiller 9,2021-02-05 04:44:00,
an_f80afa70-b2e9-4f36-a4ae-85ebebb4074c,ANOMALY,ANOMALY,KPI Cooling Load above upper bound,The monitored KPI 'Cooling Load' is higher than the upper bound (29974832.5).,CWC04009,Chiller 9,2021-02-05 04:59:00,
an_078dd3c5-09b2-4ac2-bb0d-7685f2c49d05,ANOMALY,ANOMALY,KPI Delta Temperature above upper bound,The monitored KPI 'Delta Temperature' is higher than the upper bound (10.829195022583008).,CWC04009,Chiller 9,2021-02-05 06:44:00,
an_c402cfdc-f2ba-4892-aad0-fd69ece08ba6,ANOMALY,ANOMALY,KPI Flow Efficiency above upper bound,The monitored KPI 'Flow Efficiency' is higher than the upper bound (0.30543267726898193).,CWC04009,Chiller 9,2021-02-05 14:59:00,
WO377502,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04009,Chiller 9,2021-02-12 19:30:00,
WO383059,WORK_ORDER,CM,MT004,Refrigerant Addition,CWC04009,Chiller 9,2021-02-15 20:00:00,
WO383119,WORK_ORDER,CM,CS005,Control System Malfunction,CWC04009,Chiller 9,2021-02-17 18:00:00,
an_bac71a15-69f9-4344-9235-f65ada5eea10,ANOMALY,ANOMALY,KPI Delta Setpoint above upper bound,The monitored KPI 'Delta Setpoint' is higher than the upper bound (0.3906732611358166).,CWC04009,Chiller 9,2021-02-19 00:59:00,
an_57fa8184-614c-4504-8be0-4c083d0d5316,ANOMALY,ANOMALY,KPI Cooling Load below lower bound,The monitored KPI 'Cooling Load' is lower than the lower bound (26399953).,CWC04009,Chiller 9,2021-02-21 05:44:00,
